studyPointID,LFEVTGroupCd_FINAL,os_loading,ms_loading,us_loading,tree_loading,snag_loading,shrub_loading,herb_loading,herb_percentlive,moss_loading,lichen_loading,litter_loading,litter_depth,duff_loading,duff_depth,1hr_loading,10hr_loading,100hr_loading,fwd_loading,1000hrS_loading,1000hrR_loading,1000hr_loading,10000hrS_loading,10000hrR_loading,10000hr_loading,GT10000hrS_loading,GT10000hrR_loading,GT10000hr_loading,cwd_sound_loading,cwd_rotten_loading,cwd_loading
31796,614,,,,,,,,,,,,,,,0.38,2.04,5.44,7.87,2.18,0,2.18,16.43,0,16.43,0,0,0,18.61,0,18.61
31797,635,,,,,,,,,,,,,,,0.27,2.43,4.72,7.43,3.14,2.43,5.57,2.33,8,10.33,0,0,0,5.47,10.43,15.9
31798,614,,,,,,,,,,,,,,,0.62,1.46,2.97,5.05,2.95,0.6,3.55,15.1,6.12,21.22,0,0,0,18.05,6.71,24.76
31799,625,,,,,,,,,,,,,,,0.39,1.45,6.91,8.75,36.87,0,36.87,27.36,0,27.36,0,0,0,64.24,0,64.24
31800,614,,,,,,,,,,,,,,,0.6,1.13,4.89,6.61,0.5,0.96,1.46,0,17.88,17.88,0,0,0,0.5,18.84,19.34
31801,625,,,,,,,,,,,,,,,0.45,1.79,6.47,8.71,5.18,0.84,6.02,4.47,5.24,9.71,0,0,0,9.65,6.08,15.74
31802,625,,,,,,,,,,,,,,,0.2,1,1.51,2.71,0,3.94,3.94,0,0,0,0,7.76,7.76,0,11.7,11.7
31803,644,,,,,,,,,,,,,,,0.58,1.15,1.49,3.22,1.86,7.83,9.69,0,3.45,3.45,0,0,0,1.86,11.27,13.14
31804,625,,,,,,,,,,,,,,,0.13,0.8,3.17,4.1,0,2.88,2.88,0,2.72,2.72,0,0,0,0,5.6,5.6
31805,644,,,,,,,,,,,,,,,0.4,1.02,3.89,5.31,0.51,4.28,4.79,0,0,0,0,0,0,0.51,4.28,4.78
31806,644,,,,,,,,,,,,,,,0.33,2.1,1.49,3.92,9.58,16.81,26.39,2.64,6.89,9.53,0,0,0,12.22,23.71,35.93
31807,622,,,,,,,,,,,,,,,0.15,0.54,3.2,3.89,3.94,2.22,6.16,0,0,0,0,0,0,3.94,2.22,6.16
31808,201,,,,,,,,,,,,,,,0.53,3.13,4.96,8.61,6.88,7.83,14.71,0,0,0,0,0,0,6.88,7.83,14.71
31809,614,,,,,,,,,,,,,,,0.34,2.5,3,5.84,0.25,0,0.25,0,4.03,4.03,0,0,0,0.25,4.03,4.27
31810,643,,,,,,,,,,,,,,,0.38,1.32,1.94,3.63,7.64,10.67,18.31,15,6.71,21.71,0,0,0,22.63,17.37,40.01
31811,201,,,,,,,,,,,,,,,0.5,1.36,5.01,6.87,2.07,2.72,4.79,0,6.89,6.89,0,9.53,9.53,2.07,19.14,21.21
31812,639,,,,,,,,,,,,,,,0.41,0.31,0.36,1.08,0,0.44,0.44,0,1.43,1.43,0,14.12,14.12,0,15.98,15.98
31813,639,,,,,,,,,,,,,,,0.79,0.63,0.5,1.92,3.64,3.33,6.97,6.48,0,6.48,0,0,0,10.12,3.33,13.45
31814,639,,,,,,,,,,,,,,,0.61,1.02,2.63,4.26,2.26,0,2.26,0,0,0,0,0,0,2.26,0,2.26
31815,639,,,,,,,,,,,,,,,0.55,0.51,1.47,2.54,0,1.13,1.13,0,9.22,9.22,0,0,0,0,10.35,10.35
31816,643,,,,,,,,,,,,,,,0.5,0.1,0.48,1.08,0,1.56,1.56,0,1.89,1.89,0,0,0,0,3.45,3.45
31817,625,,,,,,,,,,,,,,,0.65,0.67,2.66,3.98,0,2.08,2.08,0,0,0,0,0,0,0,2.08,2.08
31818,614,,,,,,,,,,,,,,,0.03,0.55,4.1,4.68,0.63,2.03,2.66,0,6.68,6.68,0,0,0,0.63,8.71,9.34
31819,201,,,,,,,,,,,,,,,0.09,1.93,4.19,6.21,1.63,6.3,7.93,0,10.69,10.69,0,56.36,56.36,1.63,73.35,74.98
31820,625,,,,,,,,,,,,,,,0.17,2.92,11.31,14.4,1.05,1.97,3.02,67.67,2,69.67,20.55,0,20.55,89.27,3.97,93.24
31821,614,,,,,,,,,,,,,,,0.15,1.36,2.25,3.76,3.32,0.49,3.81,0,0,0,0,0,0,3.32,0.49,3.81
31822,625,,,,,,,,,,,,,,,0.34,3.93,3.56,7.84,0,0.45,0.45,0,17.43,17.43,0,15.19,15.19,0,33.07,33.07
31823,622,,,,,,,,,,,,,,,0.24,4.27,1.7,6.21,9.5,3.42,12.92,0,0,0,0,0,0,9.5,3.42,12.92
31824,635,,,,,,,,,,,,,,,0.22,1.51,4.16,5.89,2.08,5.34,7.42,0,4.07,4.07,0,0,0,2.08,9.42,11.49
31825,614,,,,,,,,,,,,,,,0.36,3.48,3.33,7.16,3.03,2.8,5.83,0,0,0,0,0,0,3.03,2.8,5.83
31826,614,,,,,,,,,,,,,,,0.43,2.69,1.53,4.65,0.3,3.39,3.69,0,0,0,0,9.78,9.78,0.3,13.17,13.46
31827,614,,,,,,,,,,,,,,,0.05,0.64,0.66,1.35,0,3.77,3.77,0,2.67,2.67,0,0,0,0,6.43,6.43
31828,639,,,,,,,,,,,,,,,0.5,3.21,7.41,11.11,4.77,6.43,11.2,0,11.02,11.02,0,0,0,4.77,17.45,22.23
31829,614,,,,,,,,,,,,,,,0.57,6.01,0,6.58,0,0.58,0.58,0,0,0,0,0,0,0,0.58,0.58
31830,644,,,,,,,,,,,,,,,0.42,1.25,5.61,7.28,1.63,3.21,4.84,0,3.39,3.39,0,0,0,1.63,6.59,8.22
31831,625,,,,,,,,,,,,,,,0.46,1.09,2.71,4.27,4.81,3.21,8.02,0,0,0,0,0,0,4.81,3.21,8.02
31832,625,,,,,,,,,,,,,,,0.29,0.86,2.24,3.39,2.46,3.38,5.84,0,2.02,2.02,0,0,0,2.46,5.4,7.86
31833,625,,,,,,,,,,,,,,,0.28,1.76,0.63,2.67,0,0,0,2.52,4.44,6.96,0,0,0,2.52,4.44,6.96
31834,613,,,,,,,,,,,,,,,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
31835,640,,,,,,,,,,,,,,,0.17,0.51,3.91,4.6,0.89,1.52,2.41,2.25,7.3,9.55,12.18,5.13,17.31,15.32,13.95,29.28
31836,640,,,,,,,,,,,,,,,0.29,0.69,2.56,3.54,5.49,3.46,8.95,25.79,12.13,37.92,12.54,0,12.54,43.82,15.59,59.41
31837,639,,,,,,,,,,,,,,,0.33,1.1,4.15,5.57,2.02,8.78,10.8,9.26,9.23,18.49,0,0,0,11.28,18.01,29.29
31838,207,,,,,,,,,,,,,,,0,0,0,0,0,1.14,1.14,2.51,0,2.51,0,0,0,2.51,1.14,3.66
31839,639,,,,,,,,,,,,,,,0.3,2.29,3.28,5.87,3.02,1.41,4.43,6.46,2.53,8.99,9.32,0,9.32,18.8,3.93,22.73
31840,631,,,,,,,,,,,,,,,0.02,0.54,0.46,1.03,0,0.63,0.63,0,6.3,6.3,0,0,0,0,6.93,6.93
31841,614,,,,,,,,,,,,,,,0.1,1.44,1.99,3.53,1.29,1.59,2.88,1.18,0,1.18,0,0,0,2.47,1.59,4.05
31842,614,,,,,,,,,,,,,,,0.06,1.01,0.23,1.3,0,0,0,0,0,0,0,0,0,0,0,0
31843,601,,,,,,,,,,,,,,,0.33,1.74,3.87,5.94,8.55,0.23,8.78,0,0,0,15.86,0,15.86,24.41,0.23,24.64
31844,625,,,,,,,,,,,,,,,0.44,2.24,2.03,4.71,1.71,0.38,2.09,3.29,1.9,5.19,0,0,0,5,2.27,7.27
31845,625,,,,,,,,,,,,,,,0.6,2.49,3.02,6.1,1.55,0.38,1.93,0,0,0,0,0,0,1.55,0.38,1.93
31846,625,,,,,,,,,,,,,,,0.65,1.02,0.48,2.16,0,2.09,2.09,0,1.9,1.9,0,0,0,0,3.98,3.98
31847,625,,,,,,,,,,,,,,,0.41,4.34,6.98,11.73,1.68,0,1.68,3.23,0,3.23,0,10.69,10.69,4.91,10.69,15.6
31848,631,,,,,,,,,,,,,,,0.01,0.73,1.1,1.84,1.11,0.88,1.99,4.4,0,4.4,0,0,0,5.51,0.88,6.4
31849,614,,,,,,,,,,,,,,,0.63,1.75,3.22,5.6,0.54,1.18,1.72,3.4,5,8.4,0,0,0,3.95,6.18,10.13
31850,631,,,,,,,,,,,,,,,0,1.77,0.48,2.24,0,0,0,0,0,0,0,0,0,0,0,0
31851,631,,,,,,,,,,,,,,,0,0.58,0,0.59,0,0.26,0.26,0,0,0,0,0,0,0,0.26,0.26
31852,625,,,,,,,,,,,,,,,0.57,1.09,3.6,5.26,0,2.31,2.31,0,0,0,0,0,0,0,2.31,2.31
31853,612,,,,,,,,,,,,,,,1.45,4.11,14.11,19.68,4.25,5.07,9.32,0,0,0,0,0,0,4.25,5.07,9.32
31854,625,,,,,,,,,,,,,,,0.47,0.96,1.1,2.54,1.03,0.17,1.2,4.06,0,4.06,0,0,0,5.09,0.17,5.26
31855,614,,,,,,,,,,,,,,,0.04,0.74,1,1.78,0,3.55,3.55,0,6.1,6.1,0,0,0,0,9.65,9.65
31856,614,,,,,,,,,,,,,,,0.49,0.77,5.19,6.45,1.76,1.92,3.68,0,0,0,0,0,0,1.76,1.92,3.68
31857,625,,,,,,,,,,,,,,,0.63,3.76,8.17,12.56,6.72,1.22,7.94,2.81,0,2.81,0,0,0,9.53,1.22,10.74
31858,625,,,,,,,,,,,,,,,0.07,0.31,2.12,2.51,0,1.52,1.52,0,0.81,0.81,0,0,0,0,2.33,2.33
31859,614,,,,,,,,,,,,,,,0.62,0.7,2.53,3.85,0.78,0.44,1.22,0,2.34,2.34,0,0,0,0.78,2.78,3.56
31860,614,,,,,,,,,,,,,,,0.01,0.44,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0
31861,613,,,,,,,,,,,,,,,0.03,0.26,0.65,0.94,0,0,0,0,1.92,1.92,0,0,0,0,1.92,1.92
31862,614,,,,,,,,,,,,,,,0.01,0.1,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
31863,622,,,,,,,,,,,,,,,0.54,0.31,0,0.85,0,0.59,0.59,0,0,0,0,0,0,0,0.59,0.59
31864,635,,,,,,,,,,,,,,,0.46,0.51,0.48,1.46,0,8.07,8.07,0,1.89,1.89,0,0,0,0,9.96,9.96
31865,640,,,,,,,,,,,,,,,0.12,1.24,0.49,1.86,0,1.5,1.5,0,14.09,14.09,0,0,0,0,15.59,15.59
31866,631,,,,,,,,,,,,,,,0.06,0.86,0.24,1.16,0,0,0,2,0,2,0,0,0,2,0,2
31867,625,,,,,,,,,,,,,,,0.26,3.15,7.85,11.26,8.17,2.38,10.55,0,0,0,0,0,0,8.17,2.38,10.55
31868,625,,,,,,,,,,,,,,,0.15,0.98,3.97,5.1,0.77,0.32,1.09,0,0,0,0,0,0,0.77,0.32,1.09
31869,628,,,,,,,,,,,,,,,0.31,0.89,0.27,1.48,0,0.63,0.63,0,1.98,1.98,0,0,0,0,2.61,2.61
31870,625,,,,,,,,,,,,,,,0.53,1.03,1.48,3.04,4.68,0,4.68,0,0,0,0,0,0,4.68,0,4.68
31871,625,,,,,,,,,,,,,,,0.52,1.23,1.47,3.22,4.52,1.76,6.28,0,1.89,1.89,0,0,0,4.52,3.64,8.17
31872,614,,,,,,,,,,,,,,,0.64,1.09,0.52,2.26,2.67,0.62,3.29,0,0,0,0,0,0,2.67,0.62,3.29
31873,614,,,,,,,,,,,,,,,0.64,0.97,0.52,2.13,0.53,0,0.53,0,0,0,0,0,0,0.53,0,0.53
31874,639,,,,,,,,,,,,,,,0.55,2.03,2.9,5.48,1.12,0,1.12,8.6,0,8.6,0,0,0,9.72,0,9.72
31875,205,,,,,,,,,,,,,,,0,0.54,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0
31876,625,,,,,,,,,,,,,,,0.49,1.42,1.53,3.43,0,1.3,1.3,0,5.43,5.43,0,0,0,0,6.73,6.73
31877,640,,,,,,,,,,,,,,,0.24,0.64,2.17,3.05,0.17,4.71,4.88,0,13.42,13.42,0,0,0,0.17,18.13,18.3
31878,640,,,,,,,,,,,,,,,0.51,0.93,1.67,3.12,1.76,3.9,5.66,0,2.7,2.7,0,0,0,1.76,6.61,8.37
31879,639,,,,,,,,,,,,,,,0.21,0.51,4.66,5.38,0,1.43,1.43,4.01,5.85,9.86,0,0,0,4.01,7.29,11.3
31880,614,,,,,,,,,,,,,,,0.03,0.44,0,0.47,0,0,0,1.5,0,1.5,0,0,0,1.5,0,1.5
31881,625,,,,,,,,,,,,,,,0.44,1.72,0.54,2.7,11.42,2.09,13.51,15.68,0,15.68,0,0,0,27.1,2.09,29.19
31882,614,,,,,,,,,,,,,,,0.2,0.56,2.39,3.16,4.94,6.53,11.47,0,5.26,5.26,0,0,0,4.94,11.79,16.73
31883,625,,,,,,,,,,,,,,,1,2.29,4.61,7.9,15.77,3.91,19.68,5.22,11.54,16.76,12.89,0,12.89,33.88,15.45,49.33
31884,612,,,,,,,,,,,,,,,0.1,0.63,0.9,1.63,2.18,0,2.18,3.09,0,3.09,31.61,0,31.61,36.87,0,36.87
31885,622,,,,,,,,,,,,,,,0.49,1.99,3.49,5.96,1.79,0.37,2.16,0,0,0,0,0,0,1.79,0.37,2.16
31886,614,,,,,,,,,,,,,,,0.2,1.14,1.48,2.82,0,1.52,1.52,3.11,0,3.11,0,0,0,3.11,1.52,4.63
31887,614,,,,,,,,,,,,,,,0.06,0.54,5.95,6.55,2.45,2.07,4.52,0,0,0,0,12.46,12.46,2.45,14.54,16.98
31888,612,,,,,,,,,,,,,,,0.32,0.85,4.59,5.76,3.5,2.97,6.47,2.34,1.62,3.96,0,0,0,5.84,4.59,10.43
31889,631,,,,,,,,,,,,,,,0.47,1,3.23,4.7,1.44,2.81,4.25,0,5.97,5.97,0,16.33,16.33,1.44,25.11,26.54
31890,639,,,,,,,,,,,,,,,0.43,1.22,2.9,4.55,2.3,4.64,6.94,5.25,12.67,17.92,0,0,0,7.55,17.31,24.85
31891,625,,,,,,,,,,,,,,,0.52,2.27,6.42,9.21,4.37,0.38,4.75,0,6.25,6.25,0,0,0,4.37,6.62,11
31892,622,,,,,,,,,,,,,,,0.68,0.12,1.63,2.42,0,0,0,0,0,0,0,0,0,0,0,0
31893,643,,,,,,,,,,,,,,,0.41,0.23,0.73,1.36,3.47,6.3,9.77,0,11.29,11.29,0,0,0,3.47,17.59,21.06
31894,640,,,,,,,,,,,,,,,0.33,1.84,0.36,2.54,2.65,6.56,9.21,4.59,27.93,32.52,0,15.74,15.74,7.24,50.24,57.47
31895,631,,,,,,,,,,,,,,,0.11,0.13,0,0.24,0,1.06,1.06,0,0.82,0.82,0,0,0,0,1.87,1.87
31896,614,,,,,,,,,,,,,,,0.4,1.88,4.31,6.6,10.09,2.1,12.19,3.11,1.89,5,0,0,0,13.2,3.99,17.19
31897,635,,,,,,,,,,,,,,,0.62,1.82,4.34,6.78,1.78,2.48,4.26,0,0,0,0,0,0,1.78,2.48,4.26
31898,601,,,,,,,,,,,,,,,0.35,2.15,10.26,12.77,10.13,0,10.13,3.12,0,3.12,0,0,0,13.26,0,13.26
31899,622,,,,,,,,,,,,,,,0.35,1.53,4.01,5.89,2.13,1.07,3.2,0,1.42,1.42,0,0,0,2.13,2.49,4.62
31900,643,,,,,,,,,,,,,,,0.31,1.29,3.63,5.24,5.99,0.86,6.85,8.51,12.93,21.44,9.31,0,9.31,23.81,13.79,37.6
31901,625,,,,,,,,,,,,,,,0.3,0.61,6.29,7.2,8.14,0,8.14,14.56,0,14.56,122.06,65.9,187.96,144.76,65.9,210.66
31902,614,,,,,,,,,,,,,,,0.52,4.48,4.65,9.65,5.38,3.32,8.7,0,11.86,11.86,0,0,0,5.38,15.18,20.56
31903,625,,,,,,,,,,,,,,,0.6,1.4,1.48,3.48,2.09,0.44,2.53,0,0,0,0,0,0,2.09,0.44,2.53
31904,625,,,,,,,,,,,,,,,1.04,4.4,9.47,14.91,3.17,0,3.17,12.67,2.34,15.01,16.18,0,16.18,32.02,2.34,34.36
31905,204,,,,,,,,,,,,,,,0.04,0.86,0.64,1.54,0.13,0.26,0.39,4.4,0,4.4,0,0,0,4.53,0.26,4.79
31906,614,,,,,,,,,,,,,,,0.01,1.48,2.64,4.13,1.41,0.09,1.5,0,0,0,0,5.2,5.2,1.41,5.29,6.71
31907,614,,,,,,,,,,,,,,,0.36,1.59,5.61,7.56,5.79,2.97,8.76,3.13,4.16,7.29,0,0,0,8.92,7.13,16.05
31908,614,,,,,,,,,,,,,,,0.01,1.03,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0
31909,614,,,,,,,,,,,,,,,0.95,2.7,1.24,4.89,3,2.3,5.3,0,0,0,0,0,0,3,2.3,5.3
31910,628,,,,,,,,,,,,,,,0.04,0.25,0,0.29,0,0.44,0.44,0,2.16,2.16,0,0,0,0,2.6,2.6
31911,631,,,,,,,,,,,,,,,0.04,0.45,0.85,1.34,1.38,0,1.38,0,0,0,0,0,0,1.38,0,1.38
31912,614,,,,,,,,,,,,,,,0,0.58,1.26,1.84,0,0,0,0,0,0,0,0,0,0,0,0
31913,625,,,,,,,,,,,,,,,0.52,0.82,2.95,4.29,3.79,1.08,4.87,0,0,0,0,0,0,3.79,1.08,4.87
31914,635,,,,,,,,,,,,,,,0.38,0.24,0.38,0.99,0,2.7,2.7,0,2.22,2.22,0,0,0,0,4.92,4.92
31915,625,,,,,,,,,,,,,,,2.19,2.79,0,4.98,0,1.78,1.78,21.37,0,21.37,59.35,0,59.35,80.72,1.78,82.5
31916,639,,,,,,,,,,,,,,,1,2.23,0.48,3.72,0.5,5.14,5.64,0,1.89,1.89,0,0,0,0.5,7.03,7.53
31917,625,,,,,,,,,,,,,,,0.45,1.13,0.98,2.55,0.5,1.15,1.65,0,5.71,5.71,0,11.27,11.27,0.5,18.13,18.63
31918,614,,,,,,,,,,,,,,,0.1,1.09,0.21,1.39,0,1.71,1.71,0,3.94,3.94,0,0,0,0,5.65,5.65
31919,625,,,,,,,,,,,,,,,0.73,0.52,0,1.25,2.18,0.84,3.02,0,1.94,1.94,0,24.22,24.22,2.18,27.01,29.18
31920,639,,,,,,,,,,,,,,,0.19,0.97,0.42,1.58,0.21,1.91,2.12,0,0,0,0,0,0,0.21,1.91,2.13
31921,639,,,,,,,,,,,,,,,0.36,0.24,0.29,0.89,1.36,2.28,3.64,0,3.14,3.14,0,0,0,1.36,5.42,6.79
31922,625,,,,,,,,,,,,,,,0.03,1.29,0.42,1.74,0,0,0,0,0,0,0,0,0,0,0,0
31923,628,,,,,,,,,,,,,,,0.06,0.62,0,0.68,0,1.02,1.02,0,0,0,0,0,0,0,1.02,1.02
31924,628,,,,,,,,,,,,,,,0.04,0.39,0,0.43,0,0.97,0.97,0,0,0,0,0,0,0,0.97,0.97
31925,635,,,,,,,,,,,,,,,0.58,6.44,3.75,10.77,1.44,1.08,2.52,0,0,0,0,0,0,1.44,1.08,2.52
31926,625,,,,,,,,,,,,,,,0.27,0.6,2.82,3.68,1.12,5.95,7.07,2.11,0,2.11,0,0,0,3.23,5.95,9.17
31927,643,,,,,,,,,,,,,,,0.5,1.43,1.55,3.48,5.25,10.57,15.82,2.82,7.88,10.7,0,8.26,8.26,8.07,26.71,34.78
31928,206,,,,,,,,,,,,,,,0,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0
31929,628,,,,,,,,,,,,,,,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
31930,639,,,,,,,,,,,,,,,0.31,0.73,2.98,4.02,9.84,2.2,12.04,2.52,0,2.52,0,0,0,12.36,2.2,14.56
31931,622,,,,,,,,,,,,,,,0.4,0.31,0.37,1.08,0,2.12,2.12,0,7.74,7.74,0,0,0,0,9.87,9.87
31932,640,,,,,,,,,,,,,,,0.3,0.44,0.6,1.34,1.54,1.93,3.47,0,0,0,0,0,0,1.54,1.93,3.47
31933,639,,,,,,,,,,,,,,,0.69,0.33,0,1.02,5,2.11,7.11,2.63,2.48,5.11,0,0,0,7.63,4.59,12.23
31934,639,,,,,,,,,,,,,,,0.08,0.74,1.24,2.06,2.64,3.75,6.39,5.33,10.77,16.1,0,8.9,8.9,7.97,23.42,31.39
31935,640,,,,,,,,,,,,,,,0.07,1.56,4.04,5.67,7.87,3.98,11.85,8.3,6.99,15.29,12.06,0,12.06,28.22,10.98,39.2
31936,614,,,,,,,,,,,,,,,0.42,1.98,4.01,6.4,0,0.59,0.59,0,0,0,0,0,0,0,0.59,0.59
31937,631,,,,,,,,,,,,,,,0.32,2.42,1.27,4.02,0.43,0.18,0.61,0,0,0,0,0,0,0.43,0.18,0.61
31938,612,,,,,,,,,,,,,,,0.2,1.96,3.85,6.01,1.54,3.19,4.73,11.71,4.73,16.44,0,0,0,13.26,7.92,21.18
31939,625,,,,,,,,,,,,,,,0.47,1.59,4.34,6.4,0,2.77,2.77,0,5.02,5.02,0,0,0,0,7.79,7.79
31940,640,,,,,,,,,,,,,,,0.75,0.81,1.94,3.49,1.52,0,1.52,0,0,0,0,0,0,1.52,0,1.52
31941,207,,,,,,,,,,,,,,,0.17,0.28,0.86,1.32,0,1.35,1.35,0,0,0,0,4.94,4.94,0,6.3,6.3
31942,640,,,,,,,,,,,,,,,0.21,1.16,5.49,6.85,0,11.85,11.85,3.98,16.71,20.69,0,0,0,3.98,28.55,32.53
31943,640,,,,,,,,,,,,,,,0.49,1.03,3,4.53,2,5.6,7.6,0,1.95,1.95,0,0,0,2,7.55,9.54
31944,204,,,,,,,,,,,,,,,0.29,0.76,1.78,2.83,0,0,0,0,0,0,0,0,0,0,0,0
31945,639,,,,,,,,,,,,,,,0.42,0.51,3.88,4.8,0.78,9.44,10.22,0,14.44,14.44,0,0,0,0.78,23.88,24.66
31946,201,,,,,,,,,,,,,,,0.11,0.66,4.86,5.63,2.98,8.2,11.18,3.14,2.11,5.25,0,0,0,6.12,10.3,16.42
31947,614,,,,,,,,,,,,,,,0.03,0,0,0.03,0,2.1,2.1,0,0,0,0,0,0,0,2.1,2.1
31948,631,,,,,,,,,,,,,,,0.35,7.2,2.42,9.97,0,1.14,1.14,0,1.89,1.89,0,0,0,0,3.03,3.03
31949,625,,,,,,,,,,,,,,,0.9,2.13,7.26,10.29,1.33,6.47,7.8,11.33,18.18,29.51,0,0,0,12.66,24.66,37.32
31950,639,,,,,,,,,,,,,,,0.68,0.71,1.45,2.84,3.08,5.41,8.49,0,10.4,10.4,0,0,0,3.08,15.8,18.88
31951,625,,,,,,,,,,,,,,,0.37,1.29,1.09,2.75,0.58,0.59,1.17,0,3.42,3.42,0,0,0,0.58,4.02,4.6
31952,625,,,,,,,,,,,,,,,0.18,0.41,3.39,3.97,0,5.22,5.22,0,9.61,9.61,0,9.32,9.32,0,24.15,24.15
31953,625,,,,,,,,,,,,,,,0.99,1.46,4.96,7.4,1.29,7.35,8.64,0,12.25,12.25,0,0,0,1.29,19.61,20.89
31954,622,,,,,,,,,,,,,,,0.43,0.83,4.93,6.18,2.58,0.79,3.37,0,0,0,0,0,0,2.58,0.79,3.38
31955,639,,,,,,,,,,,,,,,0.86,0.43,5.6,6.88,6.05,2.48,8.53,0,0,0,0,0,0,6.05,2.48,8.53
31956,625,,,,,,,,,,,,,,,0.54,3.2,2.71,6.46,1.28,4.88,6.16,9.98,7.86,17.84,0,0,0,11.26,12.75,24
31957,625,,,,,,,,,,,,,,,0.53,2.18,2.03,4.75,0,1.5,1.5,9.22,7.97,17.19,0,0,0,9.22,9.46,18.69
31958,639,,,,,,,,,,,,,,,0.5,0.73,2.49,3.72,4.03,11.97,16,10.99,9.62,20.61,0,0,0,15.02,21.59,36.61
31959,625,,,,,,,,,,,,,,,0.48,3.62,2.15,6.24,0.35,1.24,1.59,0,2.02,2.02,0,0,0,0.35,3.26,3.6
31960,625,,,,,,,,,,,,,,,0.21,0.77,1.71,2.69,0,1.52,1.52,0,0,0,0,0,0,0,1.52,1.52
31961,631,,,,,,,,,,,,,,,0.29,1.54,2.97,4.8,1.35,2.35,3.7,0,14.93,14.93,0,0,0,1.35,17.28,18.63
31962,625,,,,,,,,,,,,,,,0.72,2.48,1.99,5.2,0.32,0.58,0.9,0,0,0,0,0,0,0.32,0.58,0.9
31963,625,,,,,,,,,,,,,,,0.31,1.84,5.85,8,3.18,1.8,4.98,6.99,1.89,8.88,0,0,0,10.16,3.68,13.84
31964,625,,,,,,,,,,,,,,,0.53,1.93,2.17,4.63,0,0,0,2.67,5.61,8.28,0,0,0,2.67,5.61,8.28
31965,639,,,,,,,,,,,,,,,0.33,0.43,1.46,2.23,1.06,0,1.06,0,0,0,0,0,0,1.06,0,1.06
31966,625,,,,,,,,,,,,,,,0.61,1.44,2.95,5,3.74,1.64,5.38,0,2.83,2.83,0,0,0,3.74,4.47,8.21
31967,639,,,,,,,,,,,,,,,0.57,1.52,4.36,6.44,0,2.1,2.1,6.99,3.94,10.93,0,0,0,6.99,6.04,13.04
31968,614,,,,,,,,,,,,,,,0.57,3.03,3.32,6.92,2.01,0,2.01,5.32,0,5.32,15.64,0,15.64,22.97,0,22.97
31969,625,,,,,,,,,,,,,,,0.09,0.09,0.83,1.01,0.12,4.1,4.22,0,13.27,13.27,0,0,0,0.12,17.38,17.5
31970,639,,,,,,,,,,,,,,,0.61,1.44,2.49,4.53,0.57,4.26,4.83,0,5.24,5.24,0,0,0,0.57,9.51,10.08
31971,640,,,,,,,,,,,,,,,0.1,0.13,0.43,0.66,0.22,10.57,10.79,0,29.94,29.94,0,4.07,4.07,0.22,44.58,44.8
31972,625,,,,,,,,,,,,,,,0.16,0.15,0.21,0.52,0,0,0,1.23,0,1.23,0,0,0,1.23,0,1.23
31973,625,,,,,,,,,,,,,,,0.28,0.2,0.48,0.97,0,0,0,0,0,0,0,0,0,0,0,0
31974,622,,,,,,,,,,,,,,,0.01,0.09,0,0.1,0,7.05,7.05,0,13.34,13.34,0,0,0,0,20.39,20.39
31975,204,,,,,,,,,,,,,,,0.25,2.03,2.05,4.33,0,0.92,0.92,0,2.33,2.33,0,0,0,0,3.25,3.25
31976,625,,,,,,,,,,,,,,,0.15,1.32,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0
31977,201,,,,,,,,,,,,,,,0.54,0.41,1.49,2.45,0,0,0,0,26.62,26.62,0,10.47,10.47,0,37.09,37.09
31978,631,,,,,,,,,,,,,,,0.12,0.47,0.23,0.83,0,0,0,0,0,0,0,4.55,4.55,0,4.55,4.55
31979,614,,,,,,,,,,,,,,,0.45,2.09,6.45,8.99,1.61,0.89,2.5,0,5.44,5.44,0,0,0,1.61,6.33,7.94
31980,625,,,,,,,,,,,,,,,0.11,1.31,0.49,1.92,0,0.4,0.4,0,0,0,0,0,0,0,0.4,0.4
31981,640,,,,,,,,,,,,,,,0.64,1.34,2.08,4.06,0,1.69,1.69,0,0,0,0,0,0,0,1.69,1.69
31982,639,,,,,,,,,,,,,,,0.84,0.12,0,0.96,0,1.6,1.6,0,2.66,2.66,0,0,0,0,4.26,4.26
31983,204,,,,,,,,,,,,,,,0.63,0.57,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0
31984,612,,,,,,,,,,,,,,,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0
31985,639,,,,,,,,,,,,,,,0.53,0.61,0,1.14,7.02,7.55,14.57,0,10.32,10.32,0,0,0,7.02,17.87,24.88
31986,204,,,,,,,,,,,,,,,0.1,1.67,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0
31987,625,,,,,,,,,,,,,,,0.07,0.81,0.86,1.74,4.03,1.17,5.2,6.05,0,6.05,5.87,0,5.87,15.95,1.17,17.12
