east_ae,north_ae,subplot_id,year,network,site,plot,subplot,EVG,EVG_Na,EVG_Phys,SAFSRM,soil_depth,tree_live_ttl_bio,tree_fol_bio,tree_live_1hr_bio,tree_live_10hr_bio,tree_live_100hr_bio,tree_live_1000hr_bio,tree_dead_1hr_bio,tree_dead_10hr_bio,shrub_bio_ttl,shrub_1hr,shrub_10hr,dwd_fuel_10h,dwd_fuel_100h,,dwd_fuel_1000h_s,,dwd_fuel_1000h_r,,tree_ltr_ld,tree_duff_ld,tree_ltr_depth,tree_duff_depth,herb_fuel_live_wd,herb_fuel_dead_wd,ispace_litter_load_wd,herb_fuel_stand_wd,herb_fuel_live_ss,herb_fuel_dead_ss,ispace_litter_load_ss,herb_fuel_stand_ss
-1729742.41057000000,358567.62062500000,PJ-SV-MC024,17,PJ,SV,mech,24,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,0.523,0.197,0.053,0.083,0.11,0.08,0.002,0.001,-2.578,-1.167,-0.52,1.358,3308,3.308,2970,2.97,474,0.474,NA,NA,NA,NA,0.832,0.013,0.651,NA,1.56,0.025,1.22,NA
-1729689.11553000000,358543.91083200000,PJ-SV-MC025,6,PJ,SV,mech,25,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,-24.65,-5.391,-2.325,-3.028,-5.259,-8.647,-0.729,-0.805,0,0,0,1.275,2095,2.095,556,0.556,358,0.358,11.662,0.769,3.7,0.2,0.077,0.011,0.117,NA,0.145,0.02,0.22,NA
-1729689.11553000000,358543.91083200000,PJ-SV-MC025,7,PJ,SV,mech,25,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.648,1.714,0.746,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.128,0.013,0.045,NA,0.24,0.025,0.085,NA
-1729689.11553000000,358543.91083200000,PJ-SV-MC025,8,PJ,SV,mech,25,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.061,0.862,0.322,1.067,3088,3.088,5358,5.358,0,0,9.595,NA,5.5,NA,0.096,0.003,0.005,NA,0.18,0.005,0.01,NA
-1729689.11553000000,358543.91083200000,PJ-SV-MC025,9,PJ,SV,mech,25,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.007,1.141,0.657,4.449,5845,5.845,10229,10.229,0,0,NA,NA,NA,NA,0.331,0,0.309,NA,0.62,0,0.58,NA
-1729689.11553000000,358543.91083200000,PJ-SV-MC025,10,PJ,SV,mech,25,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.386,1.512,0.785,2.924,6507,6.507,7203,7.203,0,0,NA,NA,NA,NA,0.152,0.011,0.971,NA,0.285,0.02,1.82,NA
-1729689.11553000000,358543.91083200000,PJ-SV-MC025,13,PJ,SV,mech,25,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.551,-2.559,-1.554,1.386,2647,2.647,4598,4.598,0,0,NA,NA,NA,NA,0.147,0.021,0.016,NA,0.275,0.04,0.03,NA
-1729689.11553000000,358543.91083200000,PJ-SV-MC025,17,PJ,SV,mech,25,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,-0.239,-0.102,-0.026,-0.039,-0.05,-0.022,0,0,-6.799,-2.401,-1.26,1.705,5404,5.404,5414,5.414,0,0,NA,NA,NA,NA,0.339,0.035,0.12,NA,0.635,0.065,0.225,NA
-1729645.33744000000,358530.44632300000,PJ-SV-MC026,6,PJ,SV,mech,26,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,-34.488,-6.989,-2.686,-3.768,-7.191,-13.854,-1.18,-1.084,0,0,0,0.97,3198,3.198,4055,4.055,2994,2.994,18.334,7.29,8.7,2.1,0.123,0.024,0.523,NA,0.23,0.045,0.98,NA
-1729645.33744000000,358530.44632300000,PJ-SV-MC026,7,PJ,SV,mech,26,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.562,1.073,0.58,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.056,0.011,0.029,NA,0.105,0.02,0.055,NA
-1729645.33744000000,358530.44632300000,PJ-SV-MC026,8,PJ,SV,mech,26,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.801,1.607,0.938,1.705,8602,8.602,12607,12.607,0,0,17.634,2.056,6.6,0.8,0.08,0.003,NA,NA,0.15,0.005,NA,NA
-1729645.33744000000,358530.44632300000,PJ-SV-MC026,9,PJ,SV,mech,26,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.098,3.296,1.739,2.426,6727,6.727,22803,22.803,0,0,NA,NA,NA,NA,0.168,0.003,0.264,NA,0.315,0.005,0.495,NA
-1729645.33744000000,358530.44632300000,PJ-SV-MC026,10,PJ,SV,mech,26,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.514,1.248,0.51,3.742,5183,5.183,19268,19.268,0,0,NA,NA,NA,NA,0.203,0.027,0.304,NA,0.38,0.05,0.57,NA
-1729645.33744000000,358530.44632300000,PJ-SV-MC026,13,PJ,SV,mech,26,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.233,3.206,1.948,0.901,4301,4.301,11489,11.489,0,0,NA,NA,NA,NA,0.424,0.035,0.024,NA,0.795,0.065,0.045,NA
-1729645.33744000000,358530.44632300000,PJ-SV-MC026,17,PJ,SV,mech,26,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,-0.473,-0.19,-0.051,-0.077,-0.099,-0.056,-0.001,-0.001,10.744,3.072,1.89,0.97,4301,4.301,8223,8.223,1719,1.719,NA,NA,NA,NA,0.453,0.003,0.704,NA,0.85,0.005,1.32,NA
-1729593.28795000000,358514.10203100000,PJ-SV-MC027,6,PJ,SV,mech,27,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,-53.475,-12.073,-2.8,-5.518,-10.658,-22.426,-1.899,-1.205,0,0,0,0.984,1434,1.434,8420,8.42,853,0.853,25.338,12.088,6.8,1.8,0.045,0.005,0.435,NA,0.085,0.01,0.815,NA
-1729593.28795000000,358514.10203100000,PJ-SV-MC027,7,PJ,SV,mech,27,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.185,0.446,0.158,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.035,0.005,0.011,NA,0.065,0.01,0.02,NA
-1729593.28795000000,358514.10203100000,PJ-SV-MC027,8,PJ,SV,mech,27,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658,0.419,0.158,1.275,3970,3.97,9571,9.571,0,0,23.464,3.278,3.7,0.4,0.021,0.003,0,NA,0.04,0.005,0,NA
-1729593.28795000000,358514.10203100000,PJ-SV-MC027,9,PJ,SV,mech,27,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919,0.443,0.172,1.026,2426,2.426,9568,9.568,0,0,NA,NA,NA,NA,0.053,0.003,0.187,NA,0.1,0.005,0.35,NA
-1729593.28795000000,358514.10203100000,PJ-SV-MC027,10,PJ,SV,mech,27,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837,0.362,0.111,3.035,5735,5.735,17422,17.422,0,0,NA,NA,NA,NA,0.067,0.008,0.397,NA,0.125,0.015,0.745,NA
-1729593.28795000000,358514.10203100000,PJ-SV-MC027,13,PJ,SV,mech,27,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706,0.298,0.143,0.513,2536,2.536,13124,13.124,0,0,NA,NA,NA,NA,0.061,0.011,0.003,NA,0.115,0.02,0.005,NA
-1729593.28795000000,358514.10203100000,PJ-SV-MC027,17,PJ,SV,mech,27,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,-35.216,-7.492,-1.322,-3.23,-6.851,-16.321,-1.434,-0.82,1.341,0.564,0.362,1.441,4301,4.301,14673,14.673,663,0.663,NA,NA,NA,NA,0.123,0,1.269,NA,0.23,0,2.38,NA
-1729780.90041000000,358620.13614400000,PJ-SV-MC030,6,PJ,SV,mech,30,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,-7.149,-1.369,-0.784,-0.885,-1.576,-2.535,-0.201,-0.261,0,0,0,0.208,1434,1.434,2651,2.651,0,0,3.988,NA,5.7,0,0.115,0.013,0.576,NA,0.215,0.025,1.08,NA
-1729780.90041000000,358620.13614400000,PJ-SV-MC030,7,PJ,SV,mech,30,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.24,2.721,1.28,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.056,0.024,0.032,NA,0.105,0.045,0.06,NA
-1729780.90041000000,358620.13614400000,PJ-SV-MC030,8,PJ,SV,mech,30,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.565,1.943,1.088,0.873,2316,2.316,1375,1.375,0,0,3.722,NA,4.8,NA,0.155,0.011,0.005,NA,0.29,0.02,0.01,NA
-1729780.90041000000,358620.13614400000,PJ-SV-MC030,9,PJ,SV,mech,30,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.799,2.578,1.293,1.026,2536,2.536,2707,2.707,0,0,NA,NA,NA,NA,0.256,0.003,0.685,NA,0.48,0.005,1.285,NA
-1729780.90041000000,358620.13614400000,PJ-SV-MC030,10,PJ,SV,mech,30,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.998,-1.554,-0.667,1.871,1213,1.213,1240,1.24,0,0,NA,NA,NA,NA,0.211,0.032,0.509,NA,0.395,0.06,0.955,NA
-1729780.90041000000,358620.13614400000,PJ-SV-MC030,13,PJ,SV,mech,30,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,1.822,0.797,0.61,1544,1.544,2256,2.256,298,0.298,NA,NA,NA,NA,0.325,0.029,0.035,NA,0.61,0.055,0.065,NA
-1729780.90041000000,358620.13614400000,PJ-SV-MC030,17,PJ,SV,mech,30,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,-0.098,-0.033,-0.011,-0.015,-0.022,-0.017,0,0,-4.51,-1.984,-0.889,0.762,1654,1.654,1622,1.622,2644,2.644,NA,NA,NA,NA,0.309,0.051,1.443,NA,0.58,0.095,2.705,NA
-1729729.03617000000,358615.50276600000,PJ-SV-MC031,6,PJ,SV,mech,31,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,15.752,3.074,1.685,1.936,3.449,5.608,0.435,0.554,0,0,0,0.956,1875,1.875,421,0.421,2,0.002,5.625,0.432,3.3,0.2,0.181,0.013,0.499,NA,0.34,0.025,0.935,NA
-1729729.03617000000,358615.50276600000,PJ-SV-MC031,7,PJ,SV,mech,31,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.368,1.31,0.465,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.168,0.016,0.115,NA,0.315,0.03,0.215,NA
-1729729.03617000000,358615.50276600000,PJ-SV-MC031,8,PJ,SV,mech,31,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.915,1.273,0.462,1.053,3529,3.529,3615,3.615,0,0,5.34,NA,5.1,0,0.208,0.011,0.003,NA,0.39,0.02,0.005,NA
-1729729.03617000000,358615.50276600000,PJ-SV-MC031,9,PJ,SV,mech,31,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.924,1.007,0.409,2.093,5293,5.293,5348,5.348,0,0,NA,NA,NA,NA,0.296,0.005,0.6,NA,0.555,0.01,1.125,NA
-1729729.03617000000,358615.50276600000,PJ-SV-MC031,10,PJ,SV,mech,31,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.472,-0.658,-0.173,2.051,3088,3.088,3605,3.605,0,0,NA,NA,NA,NA,0.339,0.021,0.672,NA,0.635,0.04,1.26,NA
-1729729.03617000000,358615.50276600000,PJ-SV-MC031,13,PJ,SV,mech,31,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.949,0.665,0.18,0.873,2536,2.536,8325,8.325,0,0,NA,NA,NA,NA,0.299,0.016,0.008,NA,0.56,0.03,0.015,NA
-1729729.03617000000,358615.50276600000,PJ-SV-MC031,17,PJ,SV,mech,31,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,-0.342,-0.127,-0.037,-0.055,-0.073,-0.05,0,0,2.237,0.746,0.186,1.622,5514,5.514,2243,2.243,0,0,NA,NA,NA,NA,0.28,0.027,0.219,NA,0.525,0.05,0.41,NA
-1729530.11816000000,358562.10231500000,PJ-SV-MC035,6,PJ,SV,mech,35,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,75,3.642,1.297,0.231,0.51,0.708,0.896,0.083,0.048,0,0,0,1.109,1434,1.434,0,0,1169,1.169,1.144,0.133,2.9,0.2,0.168,0,0.533,NA,0.315,0,1,NA
-1729530.11816000000,358562.10231500000,PJ-SV-MC035,7,PJ,SV,mech,35,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59,2.11,0.702,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.189,0.035,0.029,NA,0.355,0.065,0.055,NA
-1729530.11816000000,358562.10231500000,PJ-SV-MC035,8,PJ,SV,mech,35,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.474,1.595,0.571,1.04,2316,2.316,2934,2.934,0,0,1.239,NA,3.2,NA,0.083,NA,0.061,NA,0.155,NA,0.115,NA
-1729530.11816000000,358562.10231500000,PJ-SV-MC035,9,PJ,SV,mech,35,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.544,1.219,0.454,1.095,2647,2.647,4174,4.174,0,0,NA,NA,NA,NA,0.307,0.011,0.424,NA,0.575,0.02,0.795,NA
-1729530.11816000000,358562.10231500000,PJ-SV-MC035,10,PJ,SV,mech,35,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.739,0.639,0.97,993,0.993,2250,2.25,0,0,NA,NA,NA,NA,0.219,0.008,0.469,NA,0.41,0.015,0.88,NA
-1729530.11816000000,358562.10231500000,PJ-SV-MC035,13,PJ,SV,mech,35,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.352,1.572,0.678,0.624,1654,1.654,1855,1.855,0,0,NA,NA,NA,NA,0.2,0.008,0.019,NA,0.375,0.015,0.035,NA
-1729530.11816000000,358562.10231500000,PJ-SV-MC035,17,PJ,SV,mech,35,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,0.191,0.098,0.018,0.032,0.037,0.006,0.001,0,3.926,1.538,0.591,1.525,2536,2.536,1677,1.677,2195,2.195,NA,NA,NA,NA,0.504,0.016,0.512,NA,0.945,0.03,0.96,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,6,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,7.514,1.768,0.771,0.995,1.635,2.345,0.154,0.174,0,0,0,0.347,1323,1.323,0,0,2550,2.55,4.661,NA,7.4,0,0.235,0.024,0.336,NA,0.44,0.045,0.63,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,7,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.031,2.398,1.027,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.179,0.019,0.021,NA,0.335,0.035,0.04,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,8,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.202,2.077,1.036,0.762,2316,2.316,1273,1.273,0,0,3.483,NA,5.8,NA,0.269,0.011,0.045,NA,0.505,0.02,0.085,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,9,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.628,1.613,0.908,0.748,1213,1.213,0,0,0,0,NA,NA,NA,NA,0.283,0.005,0.357,NA,0.53,0.01,0.67,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,10,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92,1.991,0.982,1.317,2647,2.647,2358,2.358,0,0,NA,NA,NA,NA,0.243,0.019,0.237,NA,0.455,0.035,0.445,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,11,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.064,0,0,NA,0.12,0,0,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,12,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.24,0.003,0.003,NA,0.45,0.005,0.005,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,13,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.375,1.574,0.691,0.707,1323,1.323,1279,1.279,358,0.358,NA,NA,NA,NA,0.232,0.013,0.011,NA,0.435,0.025,0.02,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,14,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.117,0.035,NA,NA,0.22,0.065,NA,NA
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,16,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,0.256,0.253,NA,NA,0.48,0.475
-1729721.92216000000,358662.29937500000,PJ-SV-MC038,17,PJ,SV,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,0.088,0.047,0.009,0.015,0.017,0,0,0,7.375,2.453,1.051,0.582,1985,1.985,533,0.533,713,0.713,NA,NA,NA,NA,NA,NA,0.392,NA,NA,NA,0.735,NA
-1729669.63550000000,358649.05608100000,PJ-SV-MC039,6,PJ,SV,mech,39,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,11.706,2.655,0.958,1.399,2.46,4.234,0.321,0.279,0,0,0,0.194,993,0.993,1789,1.789,1053,1.053,4.677,0.556,7.6,0.6,0.243,0.029,0.459,NA,0.455,0.055,0.86,NA
-1729669.63550000000,358649.05608100000,PJ-SV-MC039,7,PJ,SV,mech,39,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.562,2.062,0.913,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.144,0.024,0.083,NA,0.27,0.045,0.155,NA
-1729669.63550000000,358649.05608100000,PJ-SV-MC039,8,PJ,SV,mech,39,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.116,1.935,0.878,0.693,2536,2.536,2378,2.378,0,0,5.467,0.357,6,0.2,0.112,0,0.013,NA,0.21,0,0.025,NA
-1729669.63550000000,358649.05608100000,PJ-SV-MC039,9,PJ,SV,mech,39,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.809,1.716,0.749,0.804,1434,1.434,5733,5.733,0,0,NA,NA,NA,NA,0.304,0.008,0.469,NA,0.57,0.015,0.88,NA
-1729669.63550000000,358649.05608100000,PJ-SV-MC039,10,PJ,SV,mech,39,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.415,1.986,0.845,3.035,2647,2.647,3815,3.815,0,0,NA,NA,NA,NA,0.411,0.027,0.893,NA,0.77,0.05,1.675,NA
-1729669.63550000000,358649.05608100000,PJ-SV-MC039,13,PJ,SV,mech,39,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.586,1.541,0.583,0.347,993,0.993,2516,2.516,0,0,NA,NA,NA,NA,0.301,0.019,0.037,NA,0.565,0.035,0.07,NA
-1729669.63550000000,358649.05608100000,PJ-SV-MC039,17,PJ,SV,mech,39,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,0.223,0.083,0.025,0.036,0.048,0.031,0,0,3.402,1.607,0.678,1.428,3198,3.198,6575,6.575,513,0.513,NA,NA,NA,NA,0.776,0.04,0.219,NA,1.455,0.075,0.41,NA
-1962988.68530000000,930900.46810000000,WJ-WB-BC004,6,WJ,WB,burn,4,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,7.413,0,2.76,1.377,1.307,1.969,0.266,0.152,0,0,0,0.956,1103,1.103,595,0.595,0,0,0.708,1.702,1.4,7.2,0.147,0.021,0.309,NA,0.275,0.04,0.58,NA
-1962988.68530000000,930900.46810000000,WJ-WB-BC004,7,WJ,WB,burn,4,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,-0.009,-0.001,0.236,221,0.221,0,0,0,0,0.035,NA,0,0,0.227,0,0.563,NA,0.425,0,1.055,NA
-1962988.68530000000,930900.46810000000,WJ-WB-BC004,8,WJ,WB,burn,4,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.048,-0.019,0.444,551,0.551,0,0,0,0,NA,NA,NA,NA,0.739,0.035,0.12,NA,1.385,0.065,0.225,NA
-1962988.68530000000,930900.46810000000,WJ-WB-BC004,9,WJ,WB,burn,4,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.028,-0.112,-0.065,0.36,221,0.221,0,0,0,0,NA,NA,NA,NA,0.469,0.117,0.147,NA,0.88,0.22,0.275,NA
-1962988.68530000000,930900.46810000000,WJ-WB-BC004,12,WJ,WB,burn,4,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.204,0.078,0.208,331,0.331,266,0.266,0,0,NA,NA,NA,NA,0.728,0.611,0.251,NA,1.365,1.145,0.47,NA
-1962988.68530000000,930900.46810000000,WJ-WB-BC004,16,WJ,WB,burn,4,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0,0,0,0,0,0,0,0,0,0.686,0.279,0.36,441,0.441,4111,4.111,0,0,NA,NA,NA,NA,0.547,0.552,0.437,NA,1.025,1.035,0.82,NA
-1962878.77540000000,930866.97340000000,WJ-WB-BC006,6,WJ,WB,burn,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,60,13.622,0,4.21,2.139,2.784,4.489,0.706,0.403,0,0,0,1.178,2757,2.757,266,0.266,0,0,1.592,NA,1.9,3.8,0.187,0.04,0.093,NA,0.35,0.075,0.175,NA
-1962878.77540000000,930866.97340000000,WJ-WB-BC006,7,WJ,WB,burn,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.18,221,0.221,2296,2.296,0,0,NA,NA,0,0,0.307,0.011,0.195,NA,0.575,0.02,0.365,NA
-1962878.77540000000,930866.97340000000,WJ-WB-BC006,8,WJ,WB,burn,6,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.042,221,0.221,0,0,0,0,NA,NA,NA,NA,0.387,0.011,0.016,NA,0.725,0.02,0.03,NA
