east_ae,north_ae,subplot_id,year,network,site,plot,subplot,EVG,EVG_Na,EVG_Phys,SAFSRM,soil_depth,tree_live_ttl_bio,tree_fol_bio,tree_live_1hr_bio,tree_live_10hr_bio,tree_live_100hr_bio,tree_live_1000hr_bio,tree_dead_1hr_bio,tree_dead_10hr_bio,shrub_bio_ttl,shrub_1hr,shrub_10hr,dwd_fuel_10h,dwd_fuel_100h,,dwd_fuel_1000h_s,,dwd_fuel_1000h_r,,tree_ltr_ld,tree_duff_ld,tree_ltr_depth,tree_duff_depth,herb_fuel_live_wd,herb_fuel_dead_wd,ispace_litter_load_wd,herb_fuel_stand_wd,herb_fuel_live_ss,herb_fuel_dead_ss,ispace_litter_load_ss,herb_fuel_stand_ss
-1896510.56583000000,1037144.67614000000,WJ-BC-BC019,12,WJ,BC,burn,19,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.541,1323,1.323,13150,13.15,0,0,NA,NA,NA,NA,0.515,0.699,0.275,NA,0.965,1.31,0.515,NA
-1896510.56583000000,1037144.67614000000,WJ-BC-BC019,16,WJ,BC,burn,19,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,0.041,0,0.038,0.017,0.006,-0.02,0,0,0,0,0,1.164,5293,5.293,38187,38.187,0,0,NA,NA,NA,NA,0.813,0.573,0.189,NA,1.525,1.075,0.355,NA
-1896455.55390000000,1037172.22217000000,WJ-BC-BC020,6,WJ,BC,burn,20,620,Juniper Woodland and Savanna,Conifer,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,NA,21.115,0,6.978,3.516,4.034,6.587,0.947,0.54,0,0,0,0.152,331,0.331,1467,1.467,0,0,2.27,1.331,1.4,0.5,0.045,0.083,0.213,NA,0.085,0.155,0.4,NA
-1896455.55390000000,1037172.22217000000,WJ-BC-BC020,7,WJ,BC,burn,20,620,Juniper Woodland and Savanna,Conifer,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.277,772,0.772,3881,3.881,0,0,0.106,NA,0,0,0.373,0.125,1.184,NA,0.7,0.235,2.22,NA
-1896455.55390000000,1037172.22217000000,WJ-BC-BC020,8,WJ,BC,burn,20,620,Juniper Woodland and Savanna,Conifer,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.36,1544,1.544,2625,2.625,0,0,NA,NA,NA,NA,0.24,0.013,0.427,NA,0.45,0.025,0.8,NA
-1896455.55390000000,1037172.22217000000,WJ-BC-BC020,9,WJ,BC,burn,20,620,Juniper Woodland and Savanna,Conifer,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,-0.021,-0.012,0.277,1544,1.544,2483,2.483,0,0,NA,NA,NA,NA,0.787,0.04,0.152,NA,1.475,0.075,0.285,NA
-1896455.55390000000,1037172.22217000000,WJ-BC-BC020,12,WJ,BC,burn,20,620,Juniper Woodland and Savanna,Conifer,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.18,772,0.772,1546,1.546,0,0,NA,NA,NA,NA,0.291,0.352,0.088,NA,0.545,0.66,0.165,NA
-1896455.55390000000,1037172.22217000000,WJ-BC-BC020,16,WJ,BC,burn,20,620,Juniper Woodland and Savanna,Conifer,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,NA,0.185,0,0.149,0.066,0.026,-0.056,0.001,0.001,0,0,0,0.624,2647,2.647,10667,10.667,0,0,NA,NA,NA,NA,0.315,0.152,0.344,NA,0.59,0.285,0.645,NA
-1896372.23025000000,1037112.93548000000,WJ-BC-BC021,6,WJ,BC,burn,21,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,13.071,0,4.519,2.269,2.326,3.957,0.499,0.285,0,0,0,0.097,0,0,0,0,0,0,3.604,3.699,2.1,1.3,0.107,0.117,0.083,NA,0.2,0.22,0.155,NA
-1896372.23025000000,1037112.93548000000,WJ-BC-BC021,7,WJ,BC,burn,21,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.208,1323,1.323,3539,3.539,0,0,0.546,NA,0.1,0,0.147,0.016,0.256,NA,0.275,0.03,0.48,NA
-1896372.23025000000,1037112.93548000000,WJ-BC-BC021,8,WJ,BC,burn,21,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.18,993,0.993,3296,3.296,0,0,NA,NA,NA,NA,0.243,0.024,0.043,NA,0.455,0.045,0.08,NA
-1896372.23025000000,1037112.93548000000,WJ-BC-BC021,9,WJ,BC,burn,21,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.36,1434,1.434,1852,1.852,0,0,NA,NA,NA,NA,0.344,0.024,0.051,NA,0.645,0.045,0.095,NA
-1896372.23025000000,1037112.93548000000,WJ-BC-BC021,12,WJ,BC,burn,21,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.402,1323,1.323,2931,2.931,0,0,NA,NA,NA,NA,0.379,0.653,0.12,NA,0.71,1.225,0.225,NA
-1896372.23025000000,1037112.93548000000,WJ-BC-BC021,16,WJ,BC,burn,21,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,0.044,0,0.037,0.017,0.006,-0.016,0,0,0,0,0,2.37,3639,3.639,11012,11.012,0,0,NA,NA,NA,NA,0.416,0.627,0.104,NA,0.78,1.175,0.195,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,6,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,15.121,0,5.364,2.681,2.674,4.402,0.565,0.322,0,0,0,0.18,110,0.11,0,0,0,0,1.376,5.554,1.3,3.5,0.413,0.528,0.395,NA,0.775,0.99,0.74,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,7,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.018,0.009,0.208,0,0,0,0,0,0,0.855,0.163,0.2,0.1,0.176,0.077,1.333,NA,0.33,0.145,2.5,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,8,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.018,-0.018,-0.01,1.123,3639,3.639,6690,6.69,0,0,NA,NA,NA,NA,0.395,0.091,0.403,NA,0.74,0.17,0.755,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,9,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,-0.025,-0.018,0.444,662,0.662,1895,1.895,0,0,NA,NA,NA,NA,1.176,0.589,0.813,NA,2.205,1.105,1.525,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,11,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.552,0.384,0.117,NA,1.035,0.72,0.22,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,12,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.305,882,0.882,842,0.842,0,0,NA,NA,NA,NA,0.341,0.44,0.429,NA,0.64,0.825,0.805,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,13,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.277,0.299,0.077,NA,0.52,0.56,0.145,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,14,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.539,0.517,0.221,NA,1.01,0.97,0.415,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,16,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,3.76,0,1.379,0.687,0.704,0.99,0.155,0.088,0,0,0,0.956,2316,2.316,5141,5.141,0,0,NA,NA,NA,NA,1.072,1.24,0.856,NA,2.01,2.325,1.605,NA
-1896247.75127000000,1037080.08887000000,WJ-BC-BC023,17,WJ,BC,burn,23,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,0.707,2.739,NA,NA,1.325,5.135
-1896054.34751000000,1037034.05689000000,WJ-BC-BC026,6,WJ,BC,burn,26,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,1.938,0,0.782,0.381,0.361,0.414,0.078,0.044,0,0,0,0.277,1213,1.213,0,0,0,0,0.255,1.667,1.3,4.7,0.477,0.339,0.045,NA,0.895,0.635,0.085,NA
-1896054.34751000000,1037034.05689000000,WJ-BC-BC026,7,WJ,BC,burn,26,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,-0.013,-0.005,0.471,772,0.772,0,0,0,0,0.272,NA,0.4,0,0.251,0.029,0.339,NA,0.47,0.055,0.635,NA
-1896054.34751000000,1037034.05689000000,WJ-BC-BC026,8,WJ,BC,burn,26,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.027,-0.013,-0.005,0.402,1213,1.213,0,0,0,0,NA,NA,NA,NA,0.595,0.027,0.048,NA,1.115,0.05,0.09,NA
-1896054.34751000000,1037034.05689000000,WJ-BC-BC026,9,WJ,BC,burn,26,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.042,-0.024,-0.017,0.36,993,0.993,0,0,0,0,NA,NA,NA,NA,0.301,0.299,0.728,NA,0.565,0.56,1.365,NA
-1896054.34751000000,1037034.05689000000,WJ-BC-BC026,12,WJ,BC,burn,26,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.277,551,0.551,0,0,0,0,NA,NA,NA,NA,0.371,0.472,0.283,NA,0.695,0.885,0.53,NA
-1896054.34751000000,1037034.05689000000,WJ-BC-BC026,16,WJ,BC,burn,26,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,0.01,0,0.015,0.006,0.001,-0.012,0,0,0,0,0,2.079,4301,4.301,0,0,0,0,NA,NA,NA,NA,0.397,0.472,0.171,NA,0.745,0.885,0.32,NA
-1896028.34626000000,1037100.55113000000,WJ-BC-BC028,6,WJ,BC,burn,28,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,6.423,0,2.174,1.093,1.279,1.877,0.308,0.175,0,0,0,0.444,993,0.993,0,0,0,0,0.314,3.307,1.4,4.6,0.112,0.301,1.743,NA,0.21,0.565,3.268,NA
-1896028.34626000000,1037100.55113000000,WJ-BC-BC028,7,WJ,BC,burn,28,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.984,110,0.11,0,0,0,0,0.101,NA,0,0,0.163,0.005,1.014,NA,0.305,0.01,1.902,NA
-1896028.34626000000,1037100.55113000000,WJ-BC-BC028,8,WJ,BC,burn,28,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.624,1213,1.213,0,0,0,0,NA,NA,NA,NA,0.8,0.08,0.184,NA,1.5,0.15,0.345,NA
-1896028.34626000000,1037100.55113000000,WJ-BC-BC028,9,WJ,BC,burn,28,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.541,993,0.993,0,0,0,0,NA,NA,NA,NA,0.395,0.267,0.085,NA,0.74,0.5,0.16,NA
-1896028.34626000000,1037100.55113000000,WJ-BC-BC028,12,WJ,BC,burn,28,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.249,221,0.221,1013,1.013,0,0,NA,NA,NA,NA,1.088,2.438,0.933,NA,2.04,4.57,1.75,NA
-1896028.34626000000,1037100.55113000000,WJ-BC-BC028,16,WJ,BC,burn,28,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,0.596,0,0.271,0.133,0.086,0.106,0.01,0.006,0,0,0,2.287,3639,3.639,5378,5.378,0,0,NA,NA,NA,NA,0.656,0.821,0.555,NA,1.23,1.54,1.04,NA
-1896071.95700000000,1037403.40090000000,WJ-BC-CC002,6,WJ,BC,control,2,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,90,10.769,0,3.499,1.767,2.042,3.461,0.479,0.273,0,0,0,0.028,2426,2.426,211,0.211,0,0,0.793,3.613,1.7,6.5,0.229,0.104,1.112,NA,0.43,0.195,2.085,NA
-1896071.95700000000,1037403.40090000000,WJ-BC-CC002,7,WJ,BC,control,2,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.769,-0.318,-0.335,0.18,662,0.662,266,0.266,0,0,2.47,1.492,1.1,2.3,0.483,0.899,3.76,NA,0.905,1.685,7.05,NA
-1896071.95700000000,1037403.40090000000,WJ-BC-CC002,8,WJ,BC,control,2,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,-0.234,-0.227,0.457,221,0.221,0,0,0,0,NA,NA,NA,NA,0.427,0.144,0.205,NA,0.8,0.27,0.385,NA
-1896071.95700000000,1037403.40090000000,WJ-BC-CC002,9,WJ,BC,control,2,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.703,-0.362,-0.358,0.139,662,0.662,0,0,0,0,NA,NA,NA,NA,0.413,0.349,0.616,NA,0.775,0.655,1.155,NA
-1896071.95700000000,1037403.40090000000,WJ-BC-CC002,12,WJ,BC,control,2,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.222,0,0,0,0,0,0,NA,NA,NA,NA,0.115,0.269,6.542,NA,0.215,0.505,12.265,NA
-1896071.95700000000,1037403.40090000000,WJ-BC-CC002,16,WJ,BC,control,2,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,21.018,0,6.205,3.16,4.746,6.907,1.307,0.746,0,0,0,0.721,0,0,0,0,0,0,NA,NA,NA,NA,0.069,0.075,0.141,NA,0.13,0.14,0.265,NA
-1896025.21310000000,1037385.53760000000,WJ-BC-CC003,6,WJ,BC,control,3,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,7.283,0,2.737,1.358,1.229,1.959,0.239,0.136,0,0,0,0.194,221,0.221,0,0,0,0,1.123,2.855,1.6,3.6,0.347,0.555,0.496,NA,0.65,1.04,0.93,NA
-1896025.21310000000,1037385.53760000000,WJ-BC-CC003,7,WJ,BC,control,3,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.279,-0.116,-0.117,0.042,221,0.221,0,0,0,0,1.256,2.031,0.8,2.7,0.552,0.171,0.664,NA,1.035,0.32,1.245,NA
-1896025.21310000000,1037385.53760000000,WJ-BC-CC003,8,WJ,BC,control,3,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.291,221,0.221,0,0,0,0,NA,NA,NA,NA,0.331,0.248,0.339,NA,0.62,0.465,0.635,NA
-1896025.21310000000,1037385.53760000000,WJ-BC-CC003,9,WJ,BC,control,3,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.001,0,0.485,110,0.11,0,0,0,0,NA,NA,NA,NA,0.256,0.187,0.315,NA,0.48,0.35,0.59,NA
-1896025.21310000000,1037385.53760000000,WJ-BC-CC003,12,WJ,BC,control,3,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.097,110,0.11,0,0,0,0,NA,NA,NA,NA,0.155,0.4,3.36,NA,0.29,0.75,6.3,NA
-1896025.21310000000,1037385.53760000000,WJ-BC-CC003,16,WJ,BC,control,3,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,18.651,0,5.727,2.9,4.232,5.792,1.161,0.662,0,0,0,1.788,662,0.662,0,0,0,0,NA,NA,NA,NA,0.237,0.224,0.101,NA,0.445,0.42,0.19,NA
-1895918.80690000000,1037338.57650000000,WJ-BC-CC005,6,WJ,BC,control,5,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,90,7.044,0,2.283,1.15,1.5,2.111,0.387,0.221,0,0,0,0.568,662,0.662,211,0.211,0,0,1.337,7.797,2.2,6.6,0.325,0.211,0.592,NA,0.61,0.395,1.11,NA
-1895918.80690000000,1037338.57650000000,WJ-BC-CC005,7,WJ,BC,control,5,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,-0.389,-0.296,0.485,2206,2.206,0,0,0,0,1.565,0.755,1.9,0.3,0.349,0.152,1.07,NA,0.655,0.285,2.006,NA
-1895918.80690000000,1037338.57650000000,WJ-BC-CC005,8,WJ,BC,control,5,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.577,-0.33,-0.275,0.929,662,0.662,0,0,0,0,NA,NA,NA,NA,0.429,0.299,0.229,NA,0.805,0.56,0.43,NA
-1895918.80690000000,1037338.57650000000,WJ-BC-CC005,9,WJ,BC,control,5,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.348,-0.181,-0.157,0.582,662,0.662,0,0,0,0,NA,NA,NA,NA,0.368,0.419,0.691,NA,0.69,0.785,1.295,NA
-1895918.80690000000,1037338.57650000000,WJ-BC-CC005,12,WJ,BC,control,5,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.457,772,0.772,0,0,0,0,NA,NA,NA,NA,0.147,0.512,1.896,NA,0.275,0.96,3.555,NA
-1895918.80690000000,1037338.57650000000,WJ-BC-CC005,16,WJ,BC,control,5,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,12.026,0,3.787,1.909,2.795,3.535,0.772,0.44,0,0,0,2.495,4963,4.963,0,0,0,0,NA,NA,NA,NA,0.197,0.213,0.133,NA,0.37,0.4,0.25,NA
-1896012.86600000000,1037439.82560000000,WJ-BC-CC008,6,WJ,BC,control,8,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,3.988,0,1.539,0.761,0.659,1.029,0.123,0.07,0,0,0,0.43,551,0.551,0,0,0,0,0.469,1.538,2.6,3.5,0.365,0.317,0.053,NA,0.685,0.595,0.1,NA
-1896012.86600000000,1037439.82560000000,WJ-BC-CC008,7,WJ,BC,control,8,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.912,-0.925,-0.838,0.527,882,0.882,474,0.474,0,0,0.474,0.386,2.2,1.5,0.453,0.84,1.882,NA,0.85,1.575,3.528,NA
-1896012.86600000000,1037439.82560000000,WJ-BC-CC008,8,WJ,BC,control,8,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.766,-0.999,-0.873,0.554,772,0.772,329,0.329,0,0,NA,NA,NA,NA,0.416,0.523,1.323,NA,0.78,0.98,2.48,NA
-1896012.86600000000,1037439.82560000000,WJ-BC-CC008,9,WJ,BC,control,8,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.554,-1.388,-1.531,0.18,662,0.662,0,0,0,0,NA,NA,NA,NA,0.512,0.427,2.453,NA,0.96,0.8,4.598,NA
-1896012.86600000000,1037439.82560000000,WJ-BC-CC008,12,WJ,BC,control,8,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.721,110,0.11,0,0,0,0,NA,NA,NA,NA,0.288,0.827,0.576,NA,0.54,1.55,1.08,NA
-1896012.86600000000,1037439.82560000000,WJ-BC-CC008,16,WJ,BC,control,8,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,5.966,0,2.223,1.097,1.045,1.601,0.216,0.123,0,0,0,2.883,3088,3.088,0,0,0,0,NA,NA,NA,NA,0.472,0.488,0.293,NA,0.885,0.915,0.55,NA
-1895796.42570000000,1037360.68680000000,WJ-BC-CC011,6,WJ,BC,control,11,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,17.256,0,5.202,2.644,4.073,5.337,1.144,0.653,0,0,0,0.319,331,0.331,0,0,0,0,2.836,10.92,1.7,4.2,0.709,0.291,0.285,NA,1.33,0.545,0.535,NA
-1895796.42570000000,1037360.68680000000,WJ-BC-CC011,7,WJ,BC,control,11,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144,-0.108,-0.069,0.319,441,0.441,0,0,0,0,7.584,2.443,2.7,0.9,0.464,0.464,3.2,NA,0.87,0.87,6,NA
-1895796.42570000000,1037360.68680000000,WJ-BC-CC011,8,WJ,BC,control,11,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108,-0.095,-0.06,0.319,772,0.772,398,0.398,0,0,NA,NA,NA,NA,0.32,0.283,0.221,NA,0.6,0.53,0.415,NA
-1895796.42570000000,1037360.68680000000,WJ-BC-CC011,9,WJ,BC,control,11,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.038,-0.066,-0.036,0.485,993,0.993,0,0,0,0,NA,NA,NA,NA,0.259,0.336,0.461,NA,0.485,0.63,0.865,NA
-1895796.42570000000,1037360.68680000000,WJ-BC-CC011,12,WJ,BC,control,11,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.18,221,0.221,0,0,0,0,NA,NA,NA,NA,0.227,0.328,0.352,NA,0.425,0.615,0.66,NA
-1895796.42570000000,1037360.68680000000,WJ-BC-CC011,16,WJ,BC,control,11,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,23.858,0,7.058,3.592,6.047,7.161,1.777,1.014,0,0,0,0.249,331,0.331,0,0,0,0,NA,NA,NA,NA,0.341,0.323,0.147,NA,0.64,0.605,0.275,NA
-1895738.24250000000,1037347.16920000000,WJ-BC-CC012,6,WJ,BC,control,12,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,15.534,0,5.088,2.563,3.096,4.787,0.757,0.432,0,0,0,0.305,1103,1.103,1740,1.74,0,0,1.207,7.21,1.2,3.6,0.584,0.195,0.333,NA,1.095,0.365,0.625,NA
-1895738.24250000000,1037347.16920000000,WJ-BC-CC012,7,WJ,BC,control,12,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.109,-0.058,-0.035,0,0,0,0,0,0,0,4.088,6.978,1.7,2.5,0.477,0.317,4.833,NA,0.895,0.595,9.061,NA
-1895738.24250000000,1037347.16920000000,WJ-BC-CC012,8,WJ,BC,control,12,702,Introduced Annual Grassland,Exotic Herbaceous,LF 54: Introduced Upland Vegetation - Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292,-0.157,-0.148,0.194,331,0.331,0,0,0,0,NA,NA,NA,NA,0.317,0.101,0.176,NA,0.595,0.19,0.33,NA
